Sno,QUARTER,seg_lvl5,L3_PROD_DESC,Sum(chrg_amt),
9253,Q3-2016,Total Verizon Business Markets,FiOS - Internet,15,
9254,Q4-2016,Total Verizon Business Markets,FiOS - Internet,215.31,
9255,Q3-2016,Total Enterprise,FiOS - Internet,927012.08,
9256,Q3-2016,Total Verizon Business Markets,FiOS - Internet,0,
9257,Q1-2016,Total Wholesale,FiOS - Internet,563.47,
9258,Q2-2016,Total Enterprise,FiOS - Internet,406630.11,
9259,Q1-2016,Other,FiOS - Internet,116691.98,
9260,Q2-2016,CMB,FiOS - Internet,309079.47,
9261,Q3-2016,Other,FiOS - Internet,3028.42,
9262,Q2-2016,Total Verizon Business Markets,FiOS - Internet,18532242.38,
9263,Q1-2016,Total Enterprise,FiOS - Internet,199.97,
9264,Q3-2016,Total Verizon Business Markets,FiOS - Internet,13602068.82,
9265,Q1-2016,Total Wholesale,FiOS - Internet,561206.71,
9266,Q1-2016,Total Wholesale,FiOS - Internet,434.97,
9267,Q1-2016,Total Enterprise,FiOS - Internet,6298.38,
9268,Q4-2016,CMB,FiOS - Internet,137986524.4,
9269,Q3-2016,Other,FiOS - Internet,63456.51,
9270,Q3-2016,CMB,FiOS - Internet,571.53,
9271,Q4-2016,CMB,FiOS - Internet,7739.7,
9272,Q4-2016,CMB,FiOS - Internet,2535722.41,
9273,Q4-2016,Total Verizon Business Markets,FiOS - Internet,2272444.15,
9274,Q3-2016,Total Wholesale,FiOS - Internet,43326.88,
9275,Q2-2016,CMB,FiOS - Internet,149.97,
9276,Q4-2016,CMB,FiOS - Internet,5327.86,
9277,Q2-2016,Total Verizon Business Markets,FiOS - Internet,3609109.22,
9278,Q1-2016,CMB,FiOS - Internet,8263409.84,
9279,Q4-2016,Other,FiOS - Internet,48639.33,
9280,Q4-2016,Other,FiOS - Internet,17824.3,
9281,Q1-2016,Other,FiOS - Internet,722.25,
9282,Q4-2016,Total Wholesale,FiOS - Internet,1580.42,
9283,Q1-2016,Total Wholesale,FiOS - Internet,419.94,
9284,Q2-2016,CMB,FiOS - Internet,80980.33,
9285,Q2-2016,Total Verizon Business Markets,FiOS - Internet,16836136.32,
9286,Q4-2016,CMB,FiOS - Internet,7155337.61,
9287,Q1-2016,Total Enterprise,Other Core Svcs,17492.64,
9288,Q4-2016,Total Enterprise,Other Core Svcs,1022.2,
9289,Q4-2016,Total Verizon Business Markets,Other Core Svcs,2180.65,
9290,Q1-2016,Total Enterprise,Other Core Svcs,41.34,
9291,Q1-2016,Total Wholesale,Other Core Svcs,2045.4157,
9292,Q1-2016,Total Verizon Business Markets,Other Core Svcs,3000,
9293,Q4-2016,Total Enterprise,Other Core Svcs,1073.6,
9294,Q2-2016,Total Enterprise,Other Core Svcs,548.502,
9295,Q3-2016,Total Enterprise,Other Core Svcs,41.71,
9296,Q1-2016,Other,Other Core Svcs,2036.55,
9297,Q4-2016,Total Enterprise,Other Core Svcs,7593.57,
9298,Q1-2016,Total Enterprise,Other Core Svcs,45.4674,
9299,Q2-2016,Total Wholesale,Other Core Svcs,-68595.3,
9300,Q2-2016,Other,Other Core Svcs,1200,
9301,Q1-2016,Total Enterprise,Other Core Svcs,1347.5974,
9302,Q2-2016,Total Enterprise,Other Core Svcs,858.17,
9303,Q3-2016,Total Enterprise,Other Core Svcs,82.5315,
9304,Q2-2016,Total Enterprise,Other Core Svcs,164557.28,
9305,Q2-2016,Total Enterprise,Other Core Svcs,164499.13,
9306,Q3-2016,Other,Other Core Svcs,1200,
9307,Q2-2016,Total Verizon Business Markets,Other Core Svcs,447,
9308,Q2-2016,Total Wholesale,Other Core Svcs,20655.36,
9309,Q1-2016,Total Verizon Business Markets,Other Core Svcs,447,
9310,Q1-2016,Total Enterprise,Other Core Svcs,966.17,
9311,Q3-2016,Total Enterprise,Other Core Svcs,6370.06,
9312,Q3-2016,Total Enterprise,Other Core Svcs,151030.29,
9313,Q1-2016,Total Wholesale,Other Core Svcs,29266.92,
9314,Q1-2016,Total Enterprise,Other Core Svcs,211373.85,
9315,Q4-2016,Other,Other Core Svcs,1200,
9316,Q3-2016,Total Verizon Business Markets,Other Core Svcs,3000,
9317,Q4-2016,Total Enterprise,Other Core Svcs,62.4775,
9318,Q4-2016,Total Enterprise,Other Core Svcs,143351.75,
9319,Q4-2016,Total Wholesale,Other Core Svcs,2145.75,
9320,Q3-2016,Total Enterprise,Other Core Svcs,854.61,
9321,Q2-2016,Total Enterprise,Other Core Svcs,1024.68,
9322,Q4-2016,Total Verizon Business Markets,Other Core Svcs,447,
9323,Q3-2016,Total Verizon Business Markets,Other Core Svcs,447,
9324,Q3-2016,Total Wholesale,Other Core Svcs,2480.5887,
9325,Q3-2016,Total Enterprise,Other Core Svcs,1020.61,
9326,Q2-2016,Total Verizon Business Markets,Other Core Svcs,3000,
9327,Q2-2016,Total Wholesale,Other Core Svcs,2443.667,
9328,Q2-2016,Total Enterprise,Other Core Svcs,42.61,
9329,Q4-2016,Total Enterprise,Other Core Svcs,39.44,
9330,Q2-2016,Total Verizon Business Markets,Managed Network Services,208249.53,
9331,Q4-2016,Total Verizon Business Markets,Managed Network Services,64982.49,
9332,Q3-2016,Total Enterprise,Managed Network Services,92765,
9333,Q3-2016,Total Verizon Business Markets,Managed Network Services,64982.49,
9334,Q4-2016,Total Enterprise,Managed Network Services,-32042,
9335,Q1-2016,Total Enterprise,Managed Network Services,650646,
9336,Q1-2016,Total Verizon Business Markets,Managed Network Services,610307.34,
9337,Q4-2016,Total Enterprise,Managed Network Services,650646,
9338,Q2-2016,Total Enterprise,Managed Network Services,650646,
9339,Q1-2016,Total Enterprise,Managed Network Services,140270.8,
9340,Q3-2016,Total Enterprise,Managed Network Services,650646,
9341,Q2-2016,Total Enterprise,Managed Network Services,119579,
9342,Q3-2016,Total Wholesale,Core TDM,750.24,
9343,Q3-2016,Total Wholesale,Core TDM,49787460.43,
9344,Q1-2016,Total Wholesale,Core TDM,750.24,
9345,Q4-2016,Total Wholesale,Core TDM,38776932.13,
9346,Q2-2016,Total Wholesale,Core TDM,47918238.88,
9347,Q2-2016,Total Wholesale,Core TDM,750.24,
9348,Q1-2016,Total Wholesale,Core TDM,72171120.42,
9349,Q4-2016,Total Wholesale,Core TDM,750.24,
9350,Q4-2016,Total Wholesale,Frame Relay,1333903.72,
9351,Q3-2016,Total Wholesale,Frame Relay,1175421.27,
9352,Q4-2016,Other,Frame Relay,7037857.99,
9353,Q1-2016,Total Wholesale,Frame Relay,1769456.2,
9354,Q4-2016,Total Wholesale,Frame Relay,1194947.37,
9355,Q3-2016,Total Verizon Business Markets,Frame Relay,351385.68,
9356,Q4-2016,Total Enterprise,Frame Relay,1830359.58,
9357,Q2-2016,Total Wholesale,Frame Relay,1521994.51,
9358,Q3-2016,Total Wholesale,Frame Relay,1525617.29,
9359,Q1-2016,Total Wholesale,Frame Relay,1179592.11,
9360,Q2-2016,Total Wholesale,Frame Relay,1172524.79,
9361,Q2-2016,Total Enterprise,Frame Relay,2647515.51,
9362,Q3-2016,Total Enterprise,Frame Relay,2050787.07,
9363,Q1-2016,Other,Frame Relay,8175610.92,
9364,Q1-2016,Total Verizon Business Markets,Frame Relay,490166.11,
9365,Q1-2016,Total Enterprise,Frame Relay,3203995.66,
9366,Q4-2016,Total Verizon Business Markets,Frame Relay,399212.49,
9367,Q2-2016,Total Wireline,Frame Relay,23.76,
9368,Q2-2016,Other,Frame Relay,8232321.15,
9369,Q3-2016,Other,Frame Relay,7382584.1,
9370,Q2-2016,Total Verizon Business Markets,Frame Relay,449875.2,
9371,Q4-2016,CMB,Other Misc,159608138.7,
9372,Q4-2016,CMB,Other Misc,6570337.3,
9373,Q4-2016,Total Wholesale,Other Misc,5933614.19,
9374,Q2-2016,CMB,Other Misc,117631.98,
9375,Q1-2016,Total Wholesale,Other Misc,166.42,
9376,Q2-2016,Total Wholesale,Other Misc,18820544.27,
9377,Q4-2016,Total Wholesale,Other Misc,26.85,
9378,Q2-2016,Total Wholesale,Other Misc,196.41,
9379,Q2-2016,Total Wireline,Other Misc,126874.58,
9380,Q3-2016,Other,Other Misc,9789055.55,
9381,Q2-2016,Other,Other Misc,1007.7,
9382,Q2-2016,CMB,Other Misc,11.94,
9383,Q3-2016,CMB,Other Misc,12448443.2,
9384,Q1-2016,Total Verizon Business Markets,Other Misc,93228.77,
9385,Q1-2016,Total Wholesale,Other Misc,264190.94,
9386,Q1-2016,Total Wireline,Other Misc,67.65,
9387,Q4-2016,Total Wireline,Other Misc,550.09,
9388,Q2-2016,Total Wholesale,Other Misc,5000096.58,
9389,Q2-2016,Total Enterprise,Other Misc,-1211729.6,
9390,Q4-2016,CMB,Other Misc,127781143,
9391,Q3-2016,CMB,Other Misc,3121056.18,
9392,Q2-2016,Total Wholesale,Other Misc,5881569.08,
9393,Q3-2016,Total Wireline,Other Misc,9381.48,
9394,Q2-2016,Total Wholesale,Other Misc,160129.21,
9395,Q3-2016,Total Enterprise,Other Misc,1958303.99,
9396,Q4-2016,Total Enterprise,Other Misc,370081.85,
9397,Q4-2016,Total Enterprise,Other Misc,2388.33,
9398,Q2-2016,Total Wholesale,Other Misc,6257.82,
9399,Q2-2016,Total Enterprise,Other Misc,-536253.63,
9400,Q1-2016,CMB,Other Misc,1779005.6,
9401,Q1-2016,Total Wholesale,Other Misc,1528.82,
9402,Q4-2016,Total Wholesale,Other Misc,1417.64,
9403,Q3-2016,Total Wholesale,Other Misc,104193.05,
9404,Q2-2016,Other,Other Misc,40543566.85,
9405,Q1-2016,Total Wholesale,Other Misc,6199290.81,
9406,Q3-2016,CMB,Other Misc,1249.1,
9407,Q3-2016,CMB,Other Misc,-36.92,
9408,Q3-2016,Total Enterprise,Other Misc,2424.84,
9409,Q1-2016,Total Wholesale,Other Misc,0,
9410,Q2-2016,Total Wholesale,Other Misc,108744.01,
9411,Q4-2016,Total Wholesale,Other Misc,6257.82,
9412,Q4-2016,CMB,Other Misc,0.07,
9413,Q2-2016,Total Wireline,Other Misc,18311.62,
9414,Q3-2016,Total Wholesale,Other Misc,116.39,
9415,Q3-2016,Other,Other Misc,1035,
9416,Q4-2016,Other,Other Misc,0,
9417,Q4-2016,Total Wholesale,Other Misc,10030563.8,
9418,Q2-2016,CMB,Other Misc,37621.64,
9419,Q3-2016,Total Wireline,Other Misc,108026.23,
9420,Q4-2016,Other,Other Misc,1629314.5,
9421,Q4-2016,Total Verizon Business Markets,Other Misc,602770.5,
9422,Q2-2016,CMB,Other Misc,178.45,
9423,Q1-2016,Total Verizon Business Markets,Other Misc,367395.94,
9424,Q1-2016,Other,Other Misc,0,
9425,Q4-2016,CMB,Other Misc,2552731.95,
9426,Q2-2016,Total Wireline,Other Misc,9527.81,
9427,Q1-2016,Total Wireline,Other Misc,2868.55,
9428,Q2-2016,Total Wholesale,Other Misc,1614.34,
9429,Q3-2016,CMB,Other Misc,0.03,
9430,Q1-2016,CMB,Other Misc,4163636.06,
9431,Q1-2016,Other,Other Misc,1035,
9432,Q3-2016,Other,Other Misc,40689044.3,
9433,Q3-2016,Total Verizon Business Markets,Other Misc,42850990.21,
9434,Q4-2016,CMB,Other Misc,-2642.01,
9435,Q3-2016,Total Enterprise,Other Misc,365806.36,
9436,Q3-2016,Other,Other Misc,55733.16,
9437,Q2-2016,Other,Other Misc,51801.07,
9438,Q2-2016,Total Verizon Business Markets,Other Misc,4121.99,
9439,Q3-2016,Total Enterprise,Other Misc,1596201.72,
9440,Q2-2016,Other,Other Misc,21708.15,
9441,Q4-2016,Total Enterprise,Other Misc,3246471.72,
9442,Q1-2016,Total Verizon Business Markets,Other Misc,60652356.17,
9443,Q4-2016,Total Wholesale,Other Misc,122020.17,
9444,Q2-2016,Total Verizon Business Markets,Other Misc,318939.81,
9445,Q1-2016,CMB,Other Misc,198192,
9446,Q2-2016,Total Wholesale,Other Misc,26.85,
9447,Q3-2016,CMB,Other Misc,1620782.43,
9448,Q1-2016,Total Wholesale,Other Misc,10588.32,
9449,Q3-2016,Total Verizon Business Markets,Other Misc,97620.23,
9450,Q2-2016,Total Verizon Business Markets,Other Misc,50064.48,
9451,Q1-2016,Total Wholesale,Other Misc,196631.05,
9452,Q1-2016,Other,Other Misc,64713.24,
9453,Q1-2016,Other,Other Misc,0,
9454,Q3-2016,CMB,Other Misc,1106.97,
9455,Q1-2016,CMB,Other Misc,32.85,
9456,Q2-2016,Total Wholesale,Other Misc,61159.55,
9457,Q3-2016,CMB,Other Misc,0,
9458,Q3-2016,Other,Other Misc,44151.62,
9459,Q3-2016,Other,Other Misc,35883.37,
9460,Q1-2016,Total Wholesale,Other Misc,3737607.86,
9461,Q1-2016,Other,Other Misc,42904343.4,
9462,Q4-2016,Total Enterprise,Other Misc,2736628.37,
9463,Q4-2016,Total Verizon Business Markets,Other Misc,539907,
9464,Q3-2016,Total Wholesale,Other Misc,249991.94,
9465,Q3-2016,Total Wholesale,Other Misc,5992196.7,
9466,Q2-2016,Other,Other Misc,77307.74,
9467,Q4-2016,Total Verizon Business Markets,Other Misc,2463601.06,
9468,Q4-2016,Total Wholesale,Other Misc,26.85,
9469,Q2-2016,Total Verizon Business Markets,Other Misc,6931082.55,
9470,Q3-2016,CMB,Other Misc,429.42,
9471,Q3-2016,Total Wireline,Other Misc,-89508.84,
9472,Q3-2016,Total Wholesale,Other Misc,575497.06,
9473,Q4-2016,Other,Other Misc,425.85,
9474,Q2-2016,Total Wireline,Other Misc,155800.46,
9475,Q3-2016,Total Wholesale,Other Misc,4541227.9,
9476,Q3-2016,Total Verizon Business Markets,Other Misc,6064442,
9477,Q1-2016,Total Verizon Business Markets,Other Misc,486900.39,
9478,Q3-2016,CMB,Other Misc,108654.69,
9479,Q1-2016,CMB,Other Misc,-8953.09,
9480,Q2-2016,Total Enterprise,Other Misc,82903505.55,
9481,Q1-2016,Total Verizon Business Markets,Other Misc,20067.35,
9482,Q2-2016,CMB,Other Misc,176167.73,
9483,Q2-2016,Other,Other Misc,-52595776.4,
9484,Q1-2016,Other,Other Misc,33131.68,
9485,Q3-2016,Total Verizon Business Markets,Other Misc,226872.39,
9486,Q3-2016,Total Verizon Business Markets,Other Misc,548850.27,
9487,Q4-2016,CMB,Other Misc,1505689.1,
9488,Q3-2016,Total Verizon Business Markets,Other Misc,2536659.44,
9489,Q2-2016,CMB,Other Misc,195846684.3,
9490,Q3-2016,Total Wholesale,Other Misc,2350676.01,
9491,Q4-2016,Total Wireline,Other Misc,98.55,
9492,Q3-2016,Total Wholesale,Other Misc,26.85,
9493,Q2-2016,Total Wholesale,Other Misc,76479.84,
9494,Q3-2016,Other,Other Misc,425.85,
9495,Q2-2016,Total Verizon Business Markets,Other Misc,94733.82,
9496,Q2-2016,Total Enterprise,Other Misc,0,
9497,Q2-2016,CMB,Other Misc,132637488.4,
9498,Q4-2016,Total Wholesale,Other Misc,0,
9499,Q3-2016,Total Verizon Business Markets,Other Misc,19028.73,
9500,Q3-2016,CMB,Other Misc,-4323.53,
9501,Q3-2016,Other,Other Misc,0,
9502,Q3-2016,CMB,Other Misc,11.94,
9503,Q1-2016,Total Enterprise,Other Misc,0,
9504,Q3-2016,Total Wireline,Other Misc,98.55,
9505,Q1-2016,Total Verizon Business Markets,Other Misc,10918135.97,
9506,Q1-2016,Total Wireline,Other Misc,98.55,
9507,Q3-2016,Total Enterprise,Other Misc,81088598.79,
9508,Q4-2016,Other,Other Misc,1007.49,
9509,Q3-2016,CMB,Other Misc,128910277.9,
9510,Q4-2016,Total Verizon Business Markets,Other Misc,539678.05,
9511,Q3-2016,Other,Other Misc,1146380.12,
9512,Q2-2016,Total Wholesale,Other Misc,5961.01,
9513,Q2-2016,CMB,Other Misc,10860529.44,
9514,Q1-2016,CMB,Other Misc,-14633.71,
9515,Q4-2016,Other,Other Misc,248299.11,
9516,Q4-2016,Total Wholesale,Other Misc,8704.53,
9517,Q2-2016,Other,Other Misc,105.08,
9518,Q2-2016,Total Wholesale,Other Misc,12072106.77,
9519,Q1-2016,CMB,Other Misc,4824.75,
9520,Q4-2016,Total Verizon Business Markets,Other Misc,44408.51,
9521,Q3-2016,Total Verizon Business Markets,Other Misc,839.1,
9522,Q4-2016,Total Verizon Business Markets,Other Misc,5399243.88,
9523,Q1-2016,CMB,Other Misc,-4741.65,
9524,Q2-2016,Total Enterprise,Other Misc,-204177.11,
9525,Q3-2016,Other,Other Misc,0,
9526,Q1-2016,Total Enterprise,Other Misc,-639536.38,
9527,Q3-2016,Total Wholesale,Other Misc,6257.82,
9528,Q2-2016,Total Wholesale,Other Misc,512357.28,
9529,Q4-2016,Other,Other Misc,1145615.65,
9530,Q3-2016,Total Wholesale,Other Misc,3305115.55,
9531,Q2-2016,Total Wholesale,Other Misc,122901.23,
9532,Q3-2016,Total Wireline,Other Misc,17929.24,
9533,Q4-2016,Other,Other Misc,33664.84,
9534,Q3-2016,Total Enterprise,Other Misc,0,
9535,Q1-2016,CMB,Other Misc,0.11,
9536,Q4-2016,CMB,Other Misc,440.05,
9537,Q1-2016,Total Wholesale,Other Misc,26.85,
9538,Q3-2016,CMB,Other Misc,179752900.6,
9539,Q1-2016,CMB,Other Misc,140641.36,
9540,Q4-2016,Other,Other Misc,33081.29,
9541,Q3-2016,CMB,Other Misc,-31009.92,
9542,Q3-2016,CMB,Other Misc,-26512.52,
9543,Q1-2016,Other,Other Misc,116.52,
9544,Q1-2016,Other,Other Misc,2023561.79,
9545,Q3-2016,Total Wholesale,Other Misc,26.85,
9546,Q4-2016,Total Wholesale,Other Misc,418548.33,
9547,Q3-2016,Total Wholesale,Other Misc,121904.26,
9548,Q1-2016,Total Wholesale,Other Misc,3852618.08,
9549,Q1-2016,Total Enterprise,Other Misc,86375843.22,
9550,Q1-2016,Total Verizon Business Markets,Other Misc,918181.49,
9551,Q4-2016,Total Verizon Business Markets,Other Misc,42259331.78,
9552,Q2-2016,Total Verizon Business Markets,Other Misc,567973.8,
9553,Q3-2016,Total Verizon Business Markets,Other Misc,46873.14,
9554,Q1-2016,CMB,Other Misc,1876.42,
9555,Q2-2016,CMB,Other Misc,15209.97,
9556,Q1-2016,Total Wireline,Other Misc,113589.64,
9557,Q2-2016,Total Wholesale,Other Misc,3369147.01,
9558,Q1-2016,Total Wholesale,Other Misc,26.85,
9559,Q1-2016,Total Wireline,Other Misc,292.85,
9560,Q2-2016,CMB,Other Misc,-4552.17,
9561,Q1-2016,CMB,Other Misc,10.96,
9562,Q2-2016,CMB,Other Misc,-15089.53,
9563,Q3-2016,Total Enterprise,Other Misc,-2300577.4,
9564,Q4-2016,Total Verizon Business Markets,Other Misc,18836.32,
9565,Q4-2016,Total Wholesale,Other Misc,3521110.52,
9566,Q2-2016,Other,Other Misc,35692.07,
9567,Q2-2016,Total Verizon Business Markets,Other Misc,19515.38,
9568,Q3-2016,Other,Other Misc,63.24,
9569,Q2-2016,Total Wireline,Other Misc,98.55,
9570,Q4-2016,CMB,Other Misc,73577.66,
9571,Q4-2016,CMB,Other Misc,35524.09,
9572,Q2-2016,CMB,Other Misc,1337.74,
9573,Q2-2016,Other,Other Misc,0,
9574,Q2-2016,Total Verizon Business Markets,Other Misc,45549087.34,
9575,Q3-2016,CMB,Other Misc,153184.01,
9576,Q2-2016,Other,Other Misc,78.79,
9577,Q2-2016,CMB,Other Misc,-28017.75,
9578,Q4-2016,Other,Other Misc,65.7,
9579,Q2-2016,Total Enterprise,Other Misc,681071.57,
9580,Q4-2016,Total Wireline,Other Misc,227081.1,
9581,Q4-2016,Total Enterprise,Other Misc,83399099.44,
9582,Q1-2016,Total Wholesale,Other Misc,-15513.96,
9583,Q4-2016,CMB,Other Misc,-30806.6,
9584,Q4-2016,CMB,Other Misc,1195.2,
9585,Q3-2016,CMB,Other Misc,38022.35,
9586,Q3-2016,Total Wholesale,Other Misc,63603.85,
9587,Q3-2016,Total Wireline,Other Misc,-378483.68,
9588,Q2-2016,Total Wireline,Other Misc,296.79,
9589,Q1-2016,Total Wireline,Other Misc,169308.92,
9590,Q1-2016,Total Wholesale,Other Misc,2783.24,
9591,Q4-2016,Total Enterprise,Other Misc,-2094999.73,
9592,Q1-2016,Other,Other Misc,57.28,
9593,Q1-2016,CMB,Other Misc,11671388.45,
9594,Q3-2016,Other,Other Misc,74369.69,
9595,Q1-2016,Total Verizon Business Markets,Other Misc,82200.55,
9596,Q1-2016,Total Wholesale,Other Misc,6453429.4,
9597,Q3-2016,Total Wholesale,Other Misc,1432.45,
9598,Q4-2016,Total Wholesale,Other Misc,5699180.84,
9599,Q1-2016,CMB,Other Misc,535.36,
9600,Q4-2016,CMB,Other Misc,120266.5,
9601,Q2-2016,Total Enterprise,Other Misc,2328.77,
9602,Q1-2016,Total Wholesale,Other Misc,105056.7,
9603,Q4-2016,Total Enterprise,Other Misc,134.25,
9604,Q1-2016,Total Enterprise,Other Misc,524.15,
9605,Q2-2016,Total Wholesale,Other Misc,2323274.71,
9606,Q1-2016,Other,Other Misc,425.85,
9607,Q4-2016,CMB,Other Misc,3.98,
9608,Q4-2016,Other,Other Misc,1035,
9609,Q4-2016,Total Wholesale,Other Misc,3464013.84,
9610,Q2-2016,Other,Other Misc,0,
9611,Q2-2016,Total Enterprise,Other Misc,35530.9,
9612,Q2-2016,Other,Other Misc,1837112.02,
9613,Q1-2016,Total Enterprise,Other Misc,420934.08,
9614,Q3-2016,Total Verizon Business Markets,Other Misc,98474.36,
9615,Q2-2016,Total Wholesale,Other Misc,26.85,
9616,Q4-2016,Total Wholesale,Other Misc,46.33,
9617,Q1-2016,Other,Other Misc,1158890.78,
9618,Q1-2016,CMB,Other Misc,257403600.2,
9619,Q2-2016,Other,Other Misc,33493.59,
9620,Q2-2016,Other,Other Misc,1148517.03,
9621,Q2-2016,CMB,Other Misc,32.85,
9622,Q4-2016,Total Enterprise,Other Misc,0,
9623,Q4-2016,CMB,Other Misc,-310.18,
9624,Q1-2016,Other,Other Misc,1188.76,
9625,Q4-2016,Total Wholesale,Other Misc,66445.72,
9626,Q1-2016,Total Enterprise,Other Misc,3910649.69,
9627,Q3-2016,CMB,Other Misc,32.85,
9628,Q1-2016,CMB,Other Misc,40720.79,
9629,Q4-2016,CMB,Other Misc,662.07,
